Moneyness,0.0547945205479452,0.13150684931506848,0.20821917808219179,0.3041095890410959,0.38082191780821917,0.4575342465753425,0.5534246575342465,0.6301369863013698,0.726027397260274,0.8027397260273973,0.8794520547945206,1.1287671232876713,1.378082191780822,1.6273972602739726,1.7232876712328766,1.8767123287671232,2.6246575342465754
0.7518918918918919,,,0.01,0.03,0.045,0.049999999999999996,,0.15000000000000002,0.21500000000000002,0.305,0.405,0.8899999999999999,1.7650000000000001,2.34,2.5700000000000003,3.3,6.385
0.7587272727272727,,0.0,0.01,0.03,0.0,0.05,0.11,0.16999999999999998,0.245,0.345,0.46499999999999997,1.0,1.79,2.59,2.88,3.62,7.175
0.7656880733944954,,0.005,0.015,0.03,0.060000000000000005,0.07,,0.185,0.28500000000000003,0.365,0.53,1.13,1.7850000000000001,2.865,3.185,4.29,6.975
0.7727777777777778,,0.005,0.015,0.04,0.035,0.07,0.155,0.245,0.33,0.46,0.6100000000000001,1.3,2.23,3.175,3.52,4.355,8.11
0.78,,0.005,0.015,0.04,0.065,0.1,0.18,0.28500000000000003,0.38,0.5349999999999999,0.7,1.455,2.48,3.5300000000000002,3.895,4.6450000000000005,8.755
0.7873584905660378,0.005,0.005,0.02,0.045,0.07500000000000001,0.14,0.21500000000000002,0.32,0.45,0.585,0.835,1.65,2.785,3.915,4.25,,9.44
0.7948571428571429,0.005,0.005,0.02,0.05,0.08499999999999999,0.14,0.255,0.38,0.54,0.7250000000000001,0.94,1.8900000000000001,3.145,4.359999999999999,4.78,6.4,10.52
0.8025,0.005,0.015,0.025,0.060000000000000005,0.10500000000000001,0.16999999999999998,,0.445,0.645,0.8500000000000001,1.1,2.16,3.5300000000000002,4.84,5.295,6.9,11.0
0.8102912621359224,0.005,0.005,0.03,0.07,0.13,0.21000000000000002,0.365,0.5349999999999999,0.73,1.0,1.23,2.4850000000000003,3.9749999999999996,5.37,5.91,7.025,11.89
0.8182352941176471,0.005,0.015,0.03,0.09,0.16,0.25,0.445,0.635,0.87,1.1800000000000002,1.5150000000000001,2.8449999999999998,4.465,5.99,6.41,7.35,12.844999999999999
0.8263366336633664,0.005,0.015,0.04,0.1,0.2,0.31,0.5449999999999999,0.7749999999999999,1.04,1.4100000000000001,1.7850000000000001,3.265,5.015,6.65,7.225,7.77,13.875
0.8346,0.005,0.015,0.045,0.13,0.24,0.405,0.6699999999999999,0.935,1.27,1.6800000000000002,2.115,3.69,5.66,7.395,8.04,9.5,15.375
0.843030303030303,0.005,0.015,0.060000000000000005,0.16,0.305,0.485,0.8300000000000001,1.145,1.53,2.015,2.495,4.3149999999999995,6.365,8.25,8.895,10.265,16.215
0.8516326530612245,0.005,0.025,0.07,0.2,0.39,0.595,1.03,1.405,1.855,2.415,2.965,4.975,7.1850000000000005,9.175,9.875,11.465,17.490000000000002
0.8604123711340207,0.005,0.035,0.095,0.265,0.5,0.78,1.29,1.7349999999999999,2.26,2.9000000000000004,3.5,5.699999999999999,8.09,10.23,10.774999999999999,12.58,19.2
0.869375,0.005,0.045,0.12,0.35,0.65,1.02,1.63,2.16,2.75,3.4749999999999996,4.155,6.5600000000000005,9.135000000000002,11.39,12.184999999999999,13.725,20.77
0.8785263157894737,0.005,0.055,0.16,0.475,0.855,1.3050000000000002,2.0549999999999997,2.66,3.355,4.165,4.925,7.53,10.29,12.665,13.735,15.625,22.045
0.887872340425532,0.005,0.065,0.225,0.65,1.135,1.69,2.59,3.29,4.074999999999999,4.985,5.82,8.690000000000001,11.585,14.115,14.985,16.845,23.765
0.8974193548387097,0.0,0.095,0.32,0.895,1.5150000000000001,2.205,3.26,4.074999999999999,4.945,5.965,6.895,9.965,13.06,15.66,16.59,18.265,25.564999999999998
0.9071739130434783,0.015,0.14500000000000002,0.47,1.245,2.03,2.855,4.095000000000001,5.01,6.005,7.145,8.129999999999999,11.45,14.66,17.395,18.33,20.155,27.82
0.9171428571428571,0.015,0.215,0.705,1.74,2.72,3.6950000000000003,5.140000000000001,6.17,7.275,8.524999999999999,9.605,13.105,16.455,19.235,20.1,22.105,29.475
0.9273333333333333,0.025,0.37,1.065,2.43,3.63,4.779999999999999,6.4350000000000005,7.585,8.79,10.125,11.27,14.955,18.380000000000003,21.225,21.82,24.125,31.595
0.9377528089887641,0.045,0.64,1.615,3.39,4.8100000000000005,6.140000000000001,7.98,9.24,10.524999999999999,11.95,13.14,16.97,19.95,23.395,24.4,26.2,33.795
0.948409090909091,0.10500000000000001,1.13,2.455,4.67,6.295,7.79,9.8,11.12,12.5,13.989999999999998,15.25,19.185000000000002,22.740000000000002,25.655,26.685000000000002,28.59,36.085
0.9593103448275863,0.295,1.97,3.6950000000000003,6.324999999999999,8.125,9.75,11.89,13.28,14.695,16.25,17.53,21.545,25.15,28.1,29.11,31.04,38.495
0.9704651162790698,0.845,3.325,5.41,8.370000000000001,10.29,12.01,14.235,15.69,17.134999999999998,18.73,20.055,24.12,27.7,30.625,31.634999999999998,33.545,40.97
0.9818823529411765,2.1100000000000003,5.295,7.625,10.8,12.805,14.555,16.84,18.295,19.78,21.415,22.744999999999997,26.825,30.384999999999998,33.29,34.31,36.1,43.965
0.9935714285714285,4.355,7.880000000000001,10.325,13.585,15.629999999999999,17.4,19.685000000000002,21.17,22.655,24.295,25.66,29.725,33.235,36.12,36.5,39.69,46.5
1.0055421686746988,7.495,11.0,13.425,16.689999999999998,18.73,20.479999999999997,22.75,24.23,25.72,27.36,28.695,32.705,36.17,39.0,39.95,41.85,49.34
