Moneyness,0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0
0.75,0.5808253299879875,0.5020808110385522,0.43435330547660156,0.3776428133021348,0.3319493345151523,0.2972728691156541,0.2736134171036402,0.2609709784791101,0.2593455532420652
0.8,0.497981026436058,0.42100140190702007,0.3550387907654664,0.30009319301139703,0.25616460864481194,0.2232530376657107,0.20135848007409463,0.1904809358699624,0.19062040505331357
0.85,0.43351139572944053,0.3582966656208,0.2940989488996437,0.24091824556597174,0.19875455561978406,0.1676078790610802,0.14747821588986154,0.13836556610612627,0.14026992970987529
0.9,0.3874164378681373,0.31396660217989414,0.25153377987913483,0.20011797096586026,0.15971917544006953,0.13033739330176353,0.11197262455094181,0.10462486918760439,0.10829412721175036
0.95,0.3596961528521465,0.28801121158430076,0.22734328370393886,0.17769236921106168,0.13905846810566835,0.11144158038775931,0.09484170605733544,0.08925884511439408,0.0946929975589379
1.0,0.35035054068146865,0.28043049383401986,0.2215274603740558,0.17364144030157513,0.13677243361657965,0.11092044031906845,0.09608546040904065,0.09226749388649713,0.09946654075143879
1.05,0.35937960135610414,0.29122444892905275,0.23408630988948564,0.18796518423740327,0.1528610719728043,0.12877397309569005,0.11570388760606098,0.11365081550391443,0.12261475678925304
1.1,0.38678333487605254,0.32039307686939855,0.26501983225022885,0.22066360101854343,0.1873243831743423,0.16500217871762501,0.1536969876483929,0.1534088099666442,0.16413764567237976
1.15,0.4325617412413121,0.3679363776550555,0.3143280274562832,0.2717366906449947,0.240162367221191,0.21960505718487155,0.2100647605360355,0.21154147727468464,0.22403520740081806
1.2,0.49671482045188675,0.43385435128602756,0.3820108955076522,0.3411844531167616,0.3113750241133548,0.29258260849743234,0.28480720626899503,0.2880488174280411,0.3023074419745715
1.25,0.5792425725077743,0.5181469977623121,0.4680684364043346,0.42900688843384094,0.400962353850832,0.3839348326553065,0.37792432484726657,0.3829308304267096,0.3989543493936374
